module_id,question,isCalc,code,msg,video_url
1009462,5.东方小学要砌一道长15米，厚24厘米，高3米的砖墙。如果每立方米用砖525块。一共用砖多少块？（5分）,True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009462&question=5.%E4%B8%9C%E6%96%B9%E5%B0%8F%E5%AD%A6%E8%A6%81%E7%A0%8C%E4%B8%80%E9%81%93%E9%95%BF15%E7%B1%B3%EF%BC%8C%E5%8E%9A24%E5%8E%98%E7%B1%B3%EF%BC%8C%E9%AB%983%E7%B1%B3%E7%9A%84%E7%A0%96%E5%A2%99%E3%80%82%E5%A6%82%E6%9E%9C%E6%AF%8F%E7%AB%8B%E6%96%B9%E7%B1%B3%E7%94%A8%E7%A0%96525%E5%9D%97%E3%80%82%E4%B8%80%E5%85%B1%E7%94%A8%E7%A0%96%E5%A4%9A%E5%B0%91%E5%9D%97%EF%BC%9F%EF%BC%885%E5%88%86%EF%BC%89
1009485,14.一个小蓄水池，长10米，宽6米，高3米，如果每分钟蓄水18立方米，用多长时间能蓄满这个蓄水池？,True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009485&question=14.%E4%B8%80%E4%B8%AA%E5%B0%8F%E8%93%84%E6%B0%B4%E6%B1%A0%EF%BC%8C%E9%95%BF10%E7%B1%B3%EF%BC%8C%E5%AE%BD6%E7%B1%B3%EF%BC%8C%E9%AB%983%E7%B1%B3%EF%BC%8C%E5%A6%82%E6%9E%9C%E6%AF%8F%E5%88%86%E9%92%9F%E8%93%84%E6%B0%B418%E7%AB%8B%E6%96%B9%E7%B1%B3%EF%BC%8C%E7%94%A8%E5%A4%9A%E9%95%BF%E6%97%B6%E9%97%B4%E8%83%BD%E8%93%84%E6%BB%A1%E8%BF%99%E4%B8%AA%E8%93%84%E6%B0%B4%E6%B1%A0%EF%BC%9F
1009486,16.一个长方形水箱，长5分米，宽4分米，高3分米．装满水后倒入一个棱长是5分米的水箱内，水深多少分米？,True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009486&question=16.%E4%B8%80%E4%B8%AA%E9%95%BF%E6%96%B9%E5%BD%A2%E6%B0%B4%E7%AE%B1%EF%BC%8C%E9%95%BF5%E5%88%86%E7%B1%B3%EF%BC%8C%E5%AE%BD4%E5%88%86%E7%B1%B3%EF%BC%8C%E9%AB%983%E5%88%86%E7%B1%B3%EF%BC%8E%E8%A3%85%E6%BB%A1%E6%B0%B4%E5%90%8E%E5%80%92%E5%85%A5%E4%B8%80%E4%B8%AA%E6%A3%B1%E9%95%BF%E6%98%AF5%E5%88%86%E7%B1%B3%E7%9A%84%E6%B0%B4%E7%AE%B1%E5%86%85%EF%BC%8C%E6%B0%B4%E6%B7%B1%E5%A4%9A%E5%B0%91%E5%88%86%E7%B1%B3%EF%BC%9F
1009488,6.建筑工地上要挖一个长25米，宽18米，深4米的长方体坑，在挖的过程中要将土运走，如果每辆运土车能运6方土，那么5辆运土车要运多少趟オ能把土运完?(1方＝1立方米)(7分),False,0,success,
1009495,32．（5分）一个长方体，棱长之和是84厘米，长是宽的2倍，宽是高的3倍，则这个长方形的体积是多少立方厘米．,False,0,success,
1009560,24．（6分）一个长方体游泳池，长50米，宽21米，深2米．每根进水管每分进水10立方米，三根进水管同时进水，要将空池注满需多长时间？,True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009560&question=24%EF%BC%8E%EF%BC%886%E5%88%86%EF%BC%89%E4%B8%80%E4%B8%AA%E9%95%BF%E6%96%B9%E4%BD%93%E6%B8%B8%E6%B3%B3%E6%B1%A0%EF%BC%8C%E9%95%BF50%E7%B1%B3%EF%BC%8C%E5%AE%BD21%E7%B1%B3%EF%BC%8C%E6%B7%B12%E7%B1%B3%EF%BC%8E%E6%AF%8F%E6%A0%B9%E8%BF%9B%E6%B0%B4%E7%AE%A1%E6%AF%8F%E5%88%86%E8%BF%9B%E6%B0%B410%E7%AB%8B%E6%96%B9%E7%B1%B3%EF%BC%8C%E4%B8%89%E6%A0%B9%E8%BF%9B%E6%B0%B4%E7%AE%A1%E5%90%8C%E6%97%B6%E8%BF%9B%E6%B0%B4%EF%BC%8C%E8%A6%81%E5%B0%86%E7%A9%BA%E6%B1%A0%E6%B3%A8%E6%BB%A1%E9%9C%80%E5%A4%9A%E9%95%BF%E6%97%B6%E9%97%B4%EF%BC%9F
1009451,3、两个棱长为1厘米的正方体木块，拼成一个长方体，这个长方体表面积是多少平方厘米？,False,0,success,
1009457,一个长方体，如果高增加2厘米，就成为一个正方体，这时表面积比原来增加了64平方厘米，原来的长方体的表面积是多少平方厘米？,False,0,success,
1009480,一个长方体底面是一个边长为20厘米的正方形，高为40厘米，如果把它的高增加5厘米，它的表面积会增加多少？,False,0,success,
1009489,例题：一个长方体高减少3厘米后，表面积减少了72平方厘米，剩下的刚好是一个正方体，原来长方体的表面积是多少平方厘米？,False,0,success,
1009562,"6.一个长方体的长是12分米,高是6分米,宽是6分米,如果只把它的高增加2分米,那么它的表面积会增加多少平方分米?(5分)",False,0,success,
1009437,学校饭堂使用的是一个长方体形状的铁皮烟囱，烟囱高6米，底部是一个边长80厘米的正方形。制作4个这样的烟囱至少需要铁皮多少平方米？（烟囱没有上底面和下底面）,True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009437&question=%E5%AD%A6%E6%A0%A1%E9%A5%AD%E5%A0%82%E4%BD%BF%E7%94%A8%E7%9A%84%E6%98%AF%E4%B8%80%E4%B8%AA%E9%95%BF%E6%96%B9%E4%BD%93%E5%BD%A2%E7%8A%B6%E7%9A%84%E9%93%81%E7%9A%AE%E7%83%9F%E5%9B%B1%EF%BC%8C%E7%83%9F%E5%9B%B1%E9%AB%986%E7%B1%B3%EF%BC%8C%E5%BA%95%E9%83%A8%E6%98%AF%E4%B8%80%E4%B8%AA%E8%BE%B9%E9%95%BF80%E5%8E%98%E7%B1%B3%E7%9A%84%E6%AD%A3%E6%96%B9%E5%BD%A2%E3%80%82%E5%88%B6%E4%BD%9C4%E4%B8%AA%E8%BF%99%E6%A0%B7%E7%9A%84%E7%83%9F%E5%9B%B1%E8%87%B3%E5%B0%91%E9%9C%80%E8%A6%81%E9%93%81%E7%9A%AE%E5%A4%9A%E5%B0%91%E5%B9%B3%E6%96%B9%E7%B1%B3%EF%BC%9F%EF%BC%88%E7%83%9F%E5%9B%B1%E6%B2%A1%E6%9C%89%E4%B8%8A%E5%BA%95%E9%9D%A2%E5%92%8C%E4%B8%8B%E5%BA%95%E9%9D%A2%EF%BC%89
1009438,恩阳工业园某加工厂要做一个长方体形的铁皮通风管，长16米，通风口是边长为0.2米的正方形．做这样一个通风管需要多少平方米铁皮？,False,0,success,
1009260,"一块长方形铁板,长15分米,宽12分米,如果长和宽各减少2分米,面积比原来减少多少平方分米?",False,0,success,
1007811,工人们准备粉刷一面外墙，墙长8米，高5米，墙上有一个边长2米的正方形窗户，需要粉刷的面积有多大？,False,0,success,
1007830,3.学校音乐教室南面的墙壁长12米，宽8米，墙上有两个3平方米的窗户，现在要粉刷这面墙壁，要粉刷的面积是多少平方米？,False,0,success,
1009551,2、一块长方形的地，长40m，宽10m，其中40%种西红柿，剩下的地按2：1种黄瓜和茄子，黄瓜和茄子分别要种多大面积？,False,0,success,
1009501,27．（5分）有一个长25米、宽20米的花坛，如果在这个花坛的四周修3米宽的小路（如图），小路的面积是多少平方米？,False,0,success,
1007779,"4.有6块同样大的长方形瓜地,每块瓜地长15米,宽4米。这些瓜地的面积一共是多少平方米?",True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007779&question=4.%E6%9C%896%E5%9D%97%E5%90%8C%E6%A0%B7%E5%A4%A7%E7%9A%84%E9%95%BF%E6%96%B9%E5%BD%A2%E7%93%9C%E5%9C%B0%2C%E6%AF%8F%E5%9D%97%E7%93%9C%E5%9C%B0%E9%95%BF15%E7%B1%B3%2C%E5%AE%BD4%E7%B1%B3%E3%80%82%E8%BF%99%E4%BA%9B%E7%93%9C%E5%9C%B0%E7%9A%84%E9%9D%A2%E7%A7%AF%E4%B8%80%E5%85%B1%E6%98%AF%E5%A4%9A%E5%B0%91%E5%B9%B3%E6%96%B9%E7%B1%B3%3F
1007780,30．学校新建了一个长35米、宽15米的花坛，如果每平方米可以栽15棵月季花，这个花坛共可以栽多少棵月季花？,True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007780&question=30%EF%BC%8E%E5%AD%A6%E6%A0%A1%E6%96%B0%E5%BB%BA%E4%BA%86%E4%B8%80%E4%B8%AA%E9%95%BF35%E7%B1%B3%E3%80%81%E5%AE%BD15%E7%B1%B3%E7%9A%84%E8%8A%B1%E5%9D%9B%EF%BC%8C%E5%A6%82%E6%9E%9C%E6%AF%8F%E5%B9%B3%E6%96%B9%E7%B1%B3%E5%8F%AF%E4%BB%A5%E6%A0%BD15%E6%A3%B5%E6%9C%88%E5%AD%A3%E8%8A%B1%EF%BC%8C%E8%BF%99%E4%B8%AA%E8%8A%B1%E5%9D%9B%E5%85%B1%E5%8F%AF%E4%BB%A5%E6%A0%BD%E5%A4%9A%E5%B0%91%E6%A3%B5%E6%9C%88%E5%AD%A3%E8%8A%B1%EF%BC%9F
1007794,5、用瓷砖贴墙面，一共贴了9行，每行16块砖 。已知每块瓷砖长30厘米，宽20厘米，这面墙的面积是多少平方米？,True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007794&question=5%E3%80%81%E7%94%A8%E7%93%B7%E7%A0%96%E8%B4%B4%E5%A2%99%E9%9D%A2%EF%BC%8C%E4%B8%80%E5%85%B1%E8%B4%B4%E4%BA%869%E8%A1%8C%EF%BC%8C%E6%AF%8F%E8%A1%8C16%E5%9D%97%E7%A0%96+%E3%80%82%E5%B7%B2%E7%9F%A5%E6%AF%8F%E5%9D%97%E7%93%B7%E7%A0%96%E9%95%BF30%E5%8E%98%E7%B1%B3%EF%BC%8C%E5%AE%BD20%E5%8E%98%E7%B1%B3%EF%BC%8C%E8%BF%99%E9%9D%A2%E5%A2%99%E7%9A%84%E9%9D%A2%E7%A7%AF%E6%98%AF%E5%A4%9A%E5%B0%91%E5%B9%B3%E6%96%B9%E7%B1%B3%EF%BC%9F
1007810,1．用一根铁丝围成一个长方形，长6厘米，宽5厘米。如果用这根铁丝围成一个边长为4厘米的正方形，还剩多少厘米？,True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007810&question=1%EF%BC%8E%E7%94%A8%E4%B8%80%E6%A0%B9%E9%93%81%E4%B8%9D%E5%9B%B4%E6%88%90%E4%B8%80%E4%B8%AA%E9%95%BF%E6%96%B9%E5%BD%A2%EF%BC%8C%E9%95%BF6%E5%8E%98%E7%B1%B3%EF%BC%8C%E5%AE%BD5%E5%8E%98%E7%B1%B3%E3%80%82%E5%A6%82%E6%9E%9C%E7%94%A8%E8%BF%99%E6%A0%B9%E9%93%81%E4%B8%9D%E5%9B%B4%E6%88%90%E4%B8%80%E4%B8%AA%E8%BE%B9%E9%95%BF%E4%B8%BA4%E5%8E%98%E7%B1%B3%E7%9A%84%E6%AD%A3%E6%96%B9%E5%BD%A2%EF%BC%8C%E8%BF%98%E5%89%A9%E5%A4%9A%E5%B0%91%E5%8E%98%E7%B1%B3%EF%BC%9F
1007813,5.用一根铁丝围成一个长为10厘米，宽为5厘米的长方形还多2厘米。这根铁丝长多少厘米？,True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007813&question=5.%E7%94%A8%E4%B8%80%E6%A0%B9%E9%93%81%E4%B8%9D%E5%9B%B4%E6%88%90%E4%B8%80%E4%B8%AA%E9%95%BF%E4%B8%BA10%E5%8E%98%E7%B1%B3%EF%BC%8C%E5%AE%BD%E4%B8%BA5%E5%8E%98%E7%B1%B3%E7%9A%84%E9%95%BF%E6%96%B9%E5%BD%A2%E8%BF%98%E5%A4%9A2%E5%8E%98%E7%B1%B3%E3%80%82%E8%BF%99%E6%A0%B9%E9%93%81%E4%B8%9D%E9%95%BF%E5%A4%9A%E5%B0%91%E5%8E%98%E7%B1%B3%EF%BC%9F
1007815,44.一块长4米、宽2米的地毯售价为760元。这种地毯平均每平方米的售价是多少元？,True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007815&question=44.%E4%B8%80%E5%9D%97%E9%95%BF4%E7%B1%B3%E3%80%81%E5%AE%BD2%E7%B1%B3%E7%9A%84%E5%9C%B0%E6%AF%AF%E5%94%AE%E4%BB%B7%E4%B8%BA760%E5%85%83%E3%80%82%E8%BF%99%E7%A7%8D%E5%9C%B0%E6%AF%AF%E5%B9%B3%E5%9D%87%E6%AF%8F%E5%B9%B3%E6%96%B9%E7%B1%B3%E7%9A%84%E5%94%AE%E4%BB%B7%E6%98%AF%E5%A4%9A%E5%B0%91%E5%85%83%EF%BC%9F
1007952,29．一个长方形，宽40厘米，长是宽的3倍，这个长方形的周长是多少米？,True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009245&question=29%EF%BC%8E%E4%B8%80%E4%B8%AA%E9%95%BF%E6%96%B9%E5%BD%A2%EF%BC%8C%E5%AE%BD40%E5%8E%98%E7%B1%B3%EF%BC%8C%E9%95%BF%E6%98%AF%E5%AE%BD%E7%9A%843%E5%80%8D%EF%BC%8C%E8%BF%99%E4%B8%AA%E9%95%BF%E6%96%B9%E5%BD%A2%E7%9A%84%E5%91%A8%E9%95%BF%E6%98%AF%E5%A4%9A%E5%B0%91%E7%B1%B3%EF%BC%9F
1008097,33.一个近似长方形的游乐场，长1500米，宽80米，平均每公顷日最佳接待游客量为1000人，这个游乐场日最佳接特游客多少人？,True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1008097&question=33.%E4%B8%80%E4%B8%AA%E8%BF%91%E4%BC%BC%E9%95%BF%E6%96%B9%E5%BD%A2%E7%9A%84%E6%B8%B8%E4%B9%90%E5%9C%BA%EF%BC%8C%E9%95%BF1500%E7%B1%B3%EF%BC%8C%E5%AE%BD80%E7%B1%B3%EF%BC%8C%E5%B9%B3%E5%9D%87%E6%AF%8F%E5%85%AC%E9%A1%B7%E6%97%A5%E6%9C%80%E4%BD%B3%E6%8E%A5%E5%BE%85%E6%B8%B8%E5%AE%A2%E9%87%8F%E4%B8%BA1000%E4%BA%BA%EF%BC%8C%E8%BF%99%E4%B8%AA%E6%B8%B8%E4%B9%90%E5%9C%BA%E6%97%A5%E6%9C%80%E4%BD%B3%E6%8E%A5%E7%89%B9%E6%B8%B8%E5%AE%A2%E5%A4%9A%E5%B0%91%E4%BA%BA%EF%BC%9F
1008128,8．一个长方形的长是0.54米，比宽多8厘米，这个长方形的周长是多少米？,False,0,success,
1008129,1.今年，赵奶奶在一块长11米的长方形菜地里收获番茄594千克。如果每平方米番茄的产量是9千克，这块菜地的宽是多少米？（3分）,True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1008129&question=1.%E4%BB%8A%E5%B9%B4%EF%BC%8C%E8%B5%B5%E5%A5%B6%E5%A5%B6%E5%9C%A8%E4%B8%80%E5%9D%97%E9%95%BF11%E7%B1%B3%E7%9A%84%E9%95%BF%E6%96%B9%E5%BD%A2%E8%8F%9C%E5%9C%B0%E9%87%8C%E6%94%B6%E8%8E%B7%E7%95%AA%E8%8C%84594%E5%8D%83%E5%85%8B%E3%80%82%E5%A6%82%E6%9E%9C%E6%AF%8F%E5%B9%B3%E6%96%B9%E7%B1%B3%E7%95%AA%E8%8C%84%E7%9A%84%E4%BA%A7%E9%87%8F%E6%98%AF9%E5%8D%83%E5%85%8B%EF%BC%8C%E8%BF%99%E5%9D%97%E8%8F%9C%E5%9C%B0%E7%9A%84%E5%AE%BD%E6%98%AF%E5%A4%9A%E5%B0%91%E7%B1%B3%EF%BC%9F%EF%BC%883%E5%88%86%EF%BC%89
