status_code,code,msg,trace_id,origin_question,is_calc,video_url,pre_process_res,result,full_url
200,0,success,6d1ad242a320b6d7,12.09÷2+1.91×0.5=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=12.09%C3%B72%2B1.91%C3%970.5%3D&validLen=0,"{""sum"":""$$12.09 \div 2+1.91 \times 0.5$$""}",$$7$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=12.09%C3%B72%2B1.91%C3%970.5%3D
200,0,success,5b417c43ab5e3856,0.65×5.2+0.35×5.2=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=0.65%C3%975.2%2B0.35%C3%975.2%3D&validLen=0,"{""sum"":""$$0.65 \times 5.2+0.35 \times 5.2$$""}",$$5.2$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=0.65%C3%975.2%2B0.35%C3%975.2%3D
200,30004,python接口状态码异常,700bdabde0e887c8,9.8×65.2×1.25-12.5×0.652×18=,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=9.8%C3%9765.2%C3%971.25-12.5%C3%970.652%C3%9718%3D
200,0,success,3ebeee7ecc012d20,3.75×51+37.5×4.8+0.375×10=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=3.75%C3%9751%2B37.5%C3%974.8%2B0.375%C3%9710%3D&validLen=0,"{""sum"":""$$3.75 \times 51+37.5 \times 4.8+0.375 \times 10$$""}",$$375$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=3.75%C3%9751%2B37.5%C3%974.8%2B0.375%C3%9710%3D
200,0,success,6c256f8d00171a32,3.7×99+3.7=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=3.7%C3%9799%2B3.7%3D&validLen=0,"{""sum"":""$$3.7 \times 99+3.7$$""}",$$370$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=3.7%C3%9799%2B3.7%3D
200,0,success,0ed9bc0d51765b1b,1/8×6.25-0.125÷(1/4)-12.5%=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=1%2F8%C3%976.25-0.125%C3%B7%281%2F4%29-12.5%25%3D&validLen=0,"{""sum"":""$$\frac{1}{8} \times 6.25-0.125 \div \frac{1}{4}-12.5\%$$""}",$$\frac{5}{32}$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=1/8%C3%976.25-0.125%C3%B7%281/4%29-12.5%25%3D
200,30004,python接口状态码异常,5143c12d9aee60a2,85.5×2345-85.4×1345=,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=85.5%C3%972345-85.4%C3%971345%3D
200,0,success,77175ed95425ee52,3.27×99+3.27=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=3.27%C3%9799%2B3.27%3D&validLen=0,"{""sum"":""$$3.27 \times 99+3.27$$""}",$$327$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=3.27%C3%9799%2B3.27%3D
200,0,success,64f3a9cd02d452b9,3.5×9.8+3.5×0.2=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=3.5%C3%979.8%2B3.5%C3%970.2%3D&validLen=0,"{""sum"":""$$3.5 \times 9.8+3.5 \times 0.2$$""}",$$35$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=3.5%C3%979.8%2B3.5%C3%970.2%3D
200,30004,python接口状态码异常,49072010ce4959f8,2222×0.29+6666×0.09+3333×0.04=,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=2222%C3%970.29%2B6666%C3%970.09%2B3333%C3%970.04%3D
200,30004,python接口状态码异常,01b41788a3738a92,7.6×199.8+4.3×199.8-1.9×199.8=,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=7.6%C3%97199.8%2B4.3%C3%97199.8-1.9%C3%97199.8%3D
200,0,success,4ae57d8cd099c8f6,7.5÷0.25+4.5÷0.25-2÷0.25=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=7.5%C3%B70.25%2B4.5%C3%B70.25-2%C3%B70.25%3D&validLen=0,"{""sum"":""$$7.5 \div 0.25+4.5 \div 0.25-2 \div 0.25$$""}",$$40$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=7.5%C3%B70.25%2B4.5%C3%B70.25-2%C3%B70.25%3D
200,0,success,7d6bb4e22089865d,7.5×83-2.5×9=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=7.5%C3%9783-2.5%C3%979%3D&validLen=0,"{""sum"":""$$7.5 \times 83-2.5 \times 9$$""}",$$600$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=7.5%C3%9783-2.5%C3%979%3D
200,0,success,73cd87a18e63a0be,12.5×9.9+12.5×99.9-12.5×9.8=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=12.5%C3%979.9%2B12.5%C3%9799.9-12.5%C3%979.8%3D&validLen=0,"{""sum"":""$$12.5 \times 9.9+12.5 \times 99.9-12.5 \times 9.8$$""}",$$1250$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=12.5%C3%979.9%2B12.5%C3%9799.9-12.5%C3%979.8%3D
200,0,success,6fb35da9899caf49,86.4×3.2-6.4×3.2=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=86.4%C3%973.2-6.4%C3%973.2%3D&validLen=0,"{""sum"":""$$86.4 \times 3.2-6.4 \times 3.2$$""}",$$256$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=86.4%C3%973.2-6.4%C3%973.2%3D
200,0,success,6cee52623f823511,2.5×0.07-0.5×0.07=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=2.5%C3%970.07-0.5%C3%970.07%3D&validLen=0,"{""sum"":""$$2.5 \times 0.07-0.5 \times 0.07$$""}",$$0.14$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=2.5%C3%970.07-0.5%C3%970.07%3D
200,30004,python接口状态码异常,5b35c81ffe25ad08,12.8×34.5+12.8×12.3+46.8×87.2=,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=12.8%C3%9734.5%2B12.8%C3%9712.3%2B46.8%C3%9787.2%3D
200,30004,python接口状态码异常,15e9cc295fcf059b,25×(3.1+3.1+3.1+3.1)=,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=25%C3%97%283.1%2B3.1%2B3.1%2B3.1%29%3D
200,30004,python接口状态码异常,7bdad48c5e8320eb,5.84×1.36+13.6×0.316+1.36=,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=5.84%C3%971.36%2B13.6%C3%970.316%2B1.36%3D
200,0,success,72144f60811748c2,7.5×83-2.5×9=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=7.5%C3%9783-2.5%C3%979%3D&validLen=0,"{""sum"":""$$7.5 \times 83-2.5 \times 9$$""}",$$600$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=7.5%C3%9783-2.5%C3%979%3D
200,30004,python接口状态码异常,22d4183ef435317f,897×(3/8)-37.5%+104×0.375=,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=897%C3%97%283/8%29-37.5%25%2B104%C3%970.375%3D
200,0,success,1be11db3f1a3aa2a,7.35×99+7.35=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=7.35%C3%9799%2B7.35%3D&validLen=0,"{""sum"":""$$7.35 \times 99+7.35$$""}",$$735$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=7.35%C3%9799%2B7.35%3D
200,30004,python接口状态码异常,7d33f2dfd696b381,223×7.5+22.3×12.5+230÷4-0.7×2.5+1=,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=223%C3%977.5%2B22.3%C3%9712.5%2B230%C3%B74-0.7%C3%972.5%2B1%3D
200,0,success,39f2006a7fdee9ac,18.54×0.62-0.62×8.54=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=18.54%C3%970.62-0.62%C3%978.54%3D&validLen=0,"{""sum"":""$$18.54 \times 0.62-0.62 \times 8.54$$""}",$$6.2$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=18.54%C3%970.62-0.62%C3%978.54%3D
200,0,success,5687df46b8b783f6,0.22×101=,True,https://ailearn.chengjiukehu.com/auto-math-lecture-h5/#/?calc=true&circLen=0&cmpByDot=false&num1=0.22&num2=101&op=%C3%97&relSym=%E2%89%88&validLen=0&sum=0.22%C3%97101%3D,"{""calc"":true,""num1"":""0.22"",""op"":""×"",""num2"":""101"",""relSym"":""≈"",""cmpByDot"":false,""validLen"":0,""result"":""22"",""circLen"":0}",22,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=0.22%C3%97101%3D
200,0,success,15058ff31dc7660e,2.5×7.4-3.4×2.5=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=2.5%C3%977.4-3.4%C3%972.5%3D&validLen=0,"{""sum"":""$$2.5 \times 7.4-3.4 \times 2.5$$""}",$$10$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=2.5%C3%977.4-3.4%C3%972.5%3D
200,30004,python接口状态码异常,245f7e52eb30b9ce,1.26×3.7+12.6×0.62+0.126=,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=1.26%C3%973.7%2B12.6%C3%970.62%2B0.126%3D
200,0,success,0a1dc1fb445b804a,6.5×8+3.5×8-44=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=6.5%C3%978%2B3.5%C3%978-44%3D&validLen=0,"{""sum"":""$$6.5 \times 8+3.5 \times 8-44$$""}",$$36$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=6.5%C3%978%2B3.5%C3%978-44%3D
200,30004,python接口状态码异常,4615f598c47df395,1.99²+1.99×0.01=,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=1.99%C2%B2%2B1.99%C3%970.01%3D
200,30004,python接口状态码异常,6ed8832e263d21ee,12.8×34.5+12.8×12.3+46.8×87.2=,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=12.8%C3%9734.5%2B12.8%C3%9712.3%2B46.8%C3%9787.2%3D
200,30004,python接口状态码异常,18a5c342e5a081cc,147.75×8.4+4.79²+409×2.1+0.9521×479=,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=147.75%C3%978.4%2B4.79%C2%B2%2B409%C3%972.1%2B0.9521%C3%97479%3D
200,0,success,0e1aec2b5d609bfa,4.66×0.28+4.66×0.82-4.66=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=4.66%C3%970.28%2B4.66%C3%970.82-4.66%3D&validLen=0,"{""sum"":""$$4.66 \times 0.28+4.66 \times 0.82-4.66$$""}",$$0.466$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=4.66%C3%970.28%2B4.66%C3%970.82-4.66%3D
200,0,success,79b05b99d69bb804,0.888×125×73+999×3=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=0.888%C3%97125%C3%9773%2B999%C3%973%3D&validLen=0,"{""sum"":""$$0.888 \times 125 \times 73+999 \times 3$$""}",$$11100$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=0.888%C3%97125%C3%9773%2B999%C3%973%3D
200,0,success,3484d589fc2f6bc1,5.6×6.8+4.4×6.8=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=5.6%C3%976.8%2B4.4%C3%976.8%3D&validLen=0,"{""sum"":""$$5.6 \times 6.8+4.4 \times 6.8$$""}",$$68$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=5.6%C3%976.8%2B4.4%C3%976.8%3D
200,0,success,1e1b767a5d93b154,2.8×3.6+1.4×2.8=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=2.8%C3%973.6%2B1.4%C3%972.8%3D&validLen=0,"{""sum"":""$$2.8 \times 3.6+1.4 \times 2.8$$""}",$$14$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=2.8%C3%973.6%2B1.4%C3%972.8%3D
200,0,success,6a86c4481814f385,1.25×9.1×0.7+1.25×9.1×0.1=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=1.25%C3%979.1%C3%970.7%2B1.25%C3%979.1%C3%970.1%3D&validLen=0,"{""sum"":""$$1.25 \times 9.1 \times 0.7+1.25 \times 9.1 \times 0.1$$""}",$$9.1$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=1.25%C3%979.1%C3%970.7%2B1.25%C3%979.1%C3%970.1%3D
