status_code,code,msg,trace_id,origin_question,is_calc,video_url,pre_process_res,result,full_url
200,0,success,5d87ba083140a2c7,739×7-7-7×338=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=739%C3%977-7-7%C3%97338%3D&validLen=0,"{""sum"":""$$739 \times 7-7-7 \times 338$$""}",$$2800$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=739%C3%977-7-7%C3%97338%3D
200,0,success,7a90fa77394d7de8,99×101=,True,https://ailearn.chengjiukehu.com/auto-math-lecture-h5/#/?calc=true&circLen=0&cmpByDot=false&num1=99&num2=101&op=%C3%97&relSym=%3D&validLen=0&sum=99%C3%97101%3D,"{""calc"":true,""num1"":""99"",""op"":""×"",""num2"":""101"",""relSym"":""="",""cmpByDot"":false,""validLen"":0,""result"":""9999"",""circLen"":0}",9999,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=99%C3%97101%3D
200,0,success,5f50eb222f4190f3,13+13×49=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=13%2B13%C3%9749%3D&validLen=0,"{""sum"":""$$13+13 \times 49$$""}",$$650$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=13%2B13%C3%9749%3D
200,0,success,540243de39dca486,99×14+14=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=99%C3%9714%2B14%3D&validLen=0,"{""sum"":""$$99 \times 14+14$$""}",$$1400$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=99%C3%9714%2B14%3D
200,0,success,36818505f7ac25f1,195×64+195×37-195=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=195%C3%9764%2B195%C3%9737-195%3D&validLen=0,"{""sum"":""$$195 \times 64+195 \times 37-195$$""}",$$19500$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=195%C3%9764%2B195%C3%9737-195%3D
200,0,success,0dc219f6928e2c86,42×8+6×84=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=42%C3%978%2B6%C3%9784%3D&validLen=0,"{""sum"":""$$42 \times 8+6 \times 84$$""}",$$840$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=42%C3%978%2B6%C3%9784%3D
200,0,success,4eb29afe7b63ca77,999×999+1999=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=999%C3%97999%2B1999%3D&validLen=0,"{""sum"":""$$999 \times 999+1999$$""}",$$1000000$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=999%C3%97999%2B1999%3D
200,0,success,658d468b5a686a51,22×430+220×57=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=22%C3%97430%2B220%C3%9757%3D&validLen=0,"{""sum"":""$$22 \times 430+220 \times 57$$""}",$$22000$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=22%C3%97430%2B220%C3%9757%3D
200,0,success,62cadb53e4240104,40×43+86×30=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=40%C3%9743%2B86%C3%9730%3D&validLen=0,"{""sum"":""$$40 \times 43+86 \times 30$$""}",$$4300$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=40%C3%9743%2B86%C3%9730%3D
200,0,success,322299ffb1e9280f,9×29+9=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=9%C3%9729%2B9%3D&validLen=0,"{""sum"":""$$9 \times 29+9$$""}",$$270$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=9%C3%9729%2B9%3D
200,0,success,31fe5abdb215eeb4,(4+8)×125=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=%284%2B8%29%C3%97125%3D&validLen=0,"{""sum"":""$$(4+8) \times 125$$""}",$$1500$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=%284%2B8%29%C3%97125%3D
200,0,success,221592e1f03fea7a,32×16+14×32=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=32%C3%9716%2B14%C3%9732%3D&validLen=0,"{""sum"":""$$32 \times 16+14 \times 32$$""}",$$960$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=32%C3%9716%2B14%C3%9732%3D
200,0,success,2f1b734d1e089933,25×204=,True,https://ailearn.chengjiukehu.com/auto-math-lecture-h5/#/?calc=true&circLen=0&cmpByDot=false&num1=25&num2=204&op=%C3%97&relSym=%3D&validLen=0&sum=25%C3%97204%3D,"{""calc"":true,""num1"":""25"",""op"":""×"",""num2"":""204"",""relSym"":""="",""cmpByDot"":false,""validLen"":0,""result"":""5100"",""circLen"":0}",5100,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=25%C3%97204%3D
200,0,success,355ee8700560247f,99×64=,True,https://ailearn.chengjiukehu.com/auto-math-lecture-h5/#/?calc=true&circLen=0&cmpByDot=false&num1=99&num2=64&op=%C3%97&relSym=%3D&validLen=0&sum=99%C3%9764%3D,"{""calc"":true,""num1"":""99"",""op"":""×"",""num2"":""64"",""relSym"":""="",""cmpByDot"":false,""validLen"":0,""result"":""6336"",""circLen"":0}",6336,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=99%C3%9764%3D
200,0,success,29ea1b3beba9650e,333×13+444×4+555×9=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=333%C3%9713%2B444%C3%974%2B555%C3%979%3D&validLen=0,"{""sum"":""$$333 \times 13+444 \times 4+555 \times 9$$""}",$$11100$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=333%C3%9713%2B444%C3%974%2B555%C3%979%3D
200,0,success,7555268a98e126ad,84×53+84×47=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=84%C3%9753%2B84%C3%9747%3D&validLen=0,"{""sum"":""$$84 \times 53+84 \times 47$$""}",$$8400$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=84%C3%9753%2B84%C3%9747%3D
200,30004,python接口状态码异常,1e9e2949b7b9e070,121×27+121×60+121×16+79×91+12×79=,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=121%C3%9727%2B121%C3%9760%2B121%C3%9716%2B79%C3%9791%2B12%C3%9779%3D
200,0,success,1c7f8601e3716f4c,135×26+65×26=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=135%C3%9726%2B65%C3%9726%3D&validLen=0,"{""sum"":""$$135 \times 26+65 \times 26$$""}",$$5200$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=135%C3%9726%2B65%C3%9726%3D
200,0,success,1ae7dbcf89265ddf,999×99=,True,https://ailearn.chengjiukehu.com/auto-math-lecture-h5/#/?calc=true&circLen=0&cmpByDot=false&num1=999&num2=99&op=%C3%97&relSym=%3D&validLen=0,"{""calc"":true,""num1"":""999"",""op"":""×"",""num2"":""99"",""relSym"":""="",""cmpByDot"":false,""validLen"":0,""result"":""98901"",""circLen"":0}",98901,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=999%C3%9799%3D
200,0,success,31132b0bb4909c85,99²+198+1=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=99%C2%B2%2B198%2B1%3D&validLen=0,"{""sum"":""$$99^{2}+198+1$$""}",$$10000$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=99%C2%B2%2B198%2B1%3D
