status_code,code,msg,trace_id,origin_question,is_calc,video_url,pre_process_res,result,full_url
200,0,success,76741e6f25e21efe,(40-0.8)\times2.5,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=%2840-0.8%29%5Ctimes2.5&validLen=0,"{""sum"":""$$(40-0.8) \times 2.5$$""}",$$98$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=%2840-0.8%29%5Ctimes2.5
200,0,success,28846b385d744fcd,5.8\times7.2+58\times0.18+580\times0.01,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=5.8%5Ctimes7.2%2B58%5Ctimes0.18%2B580%5Ctimes0.01&validLen=0,"{""sum"":""$$5.8 \times 7.2+58 \times 0.18+580 \times 0.01$$""}",$$58$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=5.8%5Ctimes7.2%2B58%5Ctimes0.18%2B580%5Ctimes0.01
200,0,success,67ac708ed9a62af2,\frac{2}{5}\times2.4+\frac{1}{5}\times2.4+2.4÷\frac{5}{7},True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=%5Cfrac%7B2%7D%7B5%7D%5Ctimes2.4%2B%5Cfrac%7B1%7D%7B5%7D%5Ctimes2.4%2B2.4%C3%B7%5Cfrac%7B5%7D%7B7%7D&validLen=0,"{""sum"":""$$\frac{2}{5} \times 2.4+\frac{1}{5} \times 2.4+2.4 \div \frac{5}{7}$$""}",$$4.8$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=%5Cfrac%7B2%7D%7B5%7D%5Ctimes2.4%2B%5Cfrac%7B1%7D%7B5%7D%5Ctimes2.4%2B2.4%C3%B7%5Cfrac%7B5%7D%7B7%7D
200,0,success,59bbc17f0ab4ab47,304\times25,True,https://ailearn.chengjiukehu.com/auto-math-lecture-h5/#/?calc=true&circLen=0&cmpByDot=false&num1=304&num2=25&op=%C3%97&relSym=%3D&validLen=0&sum=304%5Ctimes25,"{""calc"":true,""num1"":""304"",""op"":""×"",""num2"":""25"",""relSym"":""="",""cmpByDot"":false,""validLen"":0,""result"":""7600"",""circLen"":0}",7600,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=304%5Ctimes25
200,0,success,372e6abe059bbd4a,102\times5.2,True,https://ailearn.chengjiukehu.com/auto-math-lecture-h5/#/?calc=true&circLen=0&cmpByDot=false&num1=102&num2=5.2&op=%C3%97&relSym=%E2%89%88&validLen=0&sum=102%5Ctimes5.2,"{""calc"":true,""num1"":""102"",""op"":""×"",""num2"":""5.2"",""relSym"":""≈"",""cmpByDot"":false,""validLen"":0,""result"":""530"",""circLen"":0}",530,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=102%5Ctimes5.2
200,30004,python接口状态码异常,50799387df7431b2,58\times72+58\times108+580\times0.01+242,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=58%5Ctimes72%2B58%5Ctimes108%2B580%5Ctimes0.01%2B242
200,30004,python接口状态码异常,0ad7e59d15b38e75,0.99+0.999+0.001+0.1+0.9+0.01,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=0.99%2B0.999%2B0.001%2B0.1%2B0.9%2B0.01
200,0,success,59b675face0d4255,(\frac{5}{12}-\frac{1}{3}+\frac{1}{4})\times24,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=%28%5Cfrac%7B5%7D%7B12%7D-%5Cfrac%7B1%7D%7B3%7D%2B%5Cfrac%7B1%7D%7B4%7D%29%5Ctimes24&validLen=0,"{""sum"":""$$(\frac{5}{12}-\frac{1}{3}+\frac{1}{4}) \times 24$$""}",$$8$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=%28%5Cfrac%7B5%7D%7B12%7D-%5Cfrac%7B1%7D%7B3%7D%2B%5Cfrac%7B1%7D%7B4%7D%29%5Ctimes24
200,0,success,7fdd36d04e50ce54,26+71+74+29,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=26%2B71%2B74%2B29&validLen=0,"{""sum"":""$$26+71+74+29$$""}",$$200$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=26%2B71%2B74%2B29
200,0,success,28df958a3a6d5044,75.08-(15.4-8.5)+53.68,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=75.08-%2815.4-8.5%29%2B53.68&validLen=0,"{""sum"":""$$75.08-(15.4-8.5)+53.68$$""}",$$121.86$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=75.08-%2815.4-8.5%29%2B53.68
